words,sentence,filename
['OK-või-voi'],"Kuu aja pärast oli rohkem inimese tunne ja hingamine läks kergemaks , aga nüüd tulevad tagasi sellised valutorked paremale poole ribide alla , kui naeran järsult voi pingutan ja vahel niisama torked nii tugevad vahel , et haaran ehmatusega sellest kohast kinni .",Failid_ettenten_retaggered/www_kliinik_ee__303253.json
['OK-ülal-olal'],"Mulle tundub , et kasvaja suureneb üsna kiiresti , kuid see võib olal tingitud ka sellest , et rind jääb väiksemaks piima lõpepmise tõttu .",Failid_ettenten_retaggered/www_kliinik_ee__336928.json
['OK-nüüd-Nyyd'],Nyyd tahetakse v6tta jämesoolest proov ja laps samal ajal narkoosi alla panna .,Failid_ettenten_retaggered/www_kliinik_ee__342454.json
['OK-või-vöi'],Laserravi puhul tavaliselt peaks jääma väiksem arm vöi ei jäägi armi .,Failid_ettenten_retaggered/www_kliinik_ee__342454.json
['OK-menüü-menss'],"Mul on mure , juba teist nädalat kestab mul menss .. ta ei ole nagu õige veritsus ka .. vahepeal nagu selline vesine veri .. aga , et igapäevast elu see väga häirib ja õige ta ka olla ei saa .",Failid_ettenten_retaggered/www_kliinik_ee__521428.json
['OK-põhimõtteliselt-Pőhimőtteliselt'],"Pőhimőtteliselt peaks omanik seda koera käitumisest tajuma - koer on liigselt energiline , hingeldab , tal on halb keskendumisvőime , tal vőib nahal olla kőőma , ta vőib ilastada , tundub närviline , silmavaade on vilav jne .",Failid_ettenten_retaggered/www_koer_ee__58934.json
['OK-kõige-kőige'],Ajutöö väsitab tegelikult koera kőige enam .,Failid_ettenten_retaggered/www_koer_ee__58934.json
['OK-mõtlema-mőtlema'],"Ka treeningus ja koolitamisel saab koera rohkem mőtlema motiveerida - kui ta käsklusest ei saanud aru , las ta nuputab lahendust , pakub mida ta tegema peaks ja mida temalt oodatakse .",Failid_ettenten_retaggered/www_koer_ee__58934.json
['NAME-hõng-Hong'],"British Medical Journalis avaldatud juhtkirjas väitsid Hong Kongi ülikooli mikrobioloogid , et teadaolevate nõelraviga seotud nakatumiste arv üle maailma on jäämäe tipp ning nõudsid rangemate meetmete kasutuselevõtmist , et piirata nakkuste levimist .",Failid_ettenten_retaggered/www_kool_ee__78444.json
['NAME-hõng-Hong'],""" Nakkuste levimise vältimiseks nõelravi kaudu tuleks rakendada erinevaid meetmeid , nagu näiteks ühekordselt kasutatavad nõelad , naha desinfitseerimise protseduurid ja aseptikud , "" kirjutasid teadlased Hong Kongi ülikooli mikrobioloogia professori Patrick Woo juhtimisel .",Failid_ettenten_retaggered/www_kool_ee__78444.json
['OK-õli-kli'],"Usun , et lavastaja , kes otsib tugevat psühholoogilist reaalsust , teenib heliloojat hoopis enam kui see , kes kuhjab ajast ja arust kli  eesid üksteise otsa .",Failid_ettenten_retaggered/www_kultuur_elu_ee__153884.json
['NAME-tõde-Tude'],"Reisiseltskonda kuulusid järgmised õpilased Tallinna Kuristiku Gümnaasiumist : Richard Leover 3b , Geidy Metson 8c , Diana Torn 8c , Regina Laanetu 7r , Alissa Egipt 8c , Deili Lemsalu 7c , Dan-Timo Vaan 8r , Egert Uleksin 8r , Harry Tude 8c , Priit Pinta 8c , Taavi Teesalu 8c ja veel kooli endised õpilased Marit Mittal ning Tiina Staroselets .",Failid_ettenten_retaggered/www_kuristiku_ee__323852.json
['OK-õde-ide'],"Veneetsias oli võimalus minna ka gooti stiilis ehitatud Dood  ide paleessse ( Dood  id-Veneetsia valitsejad ) , kuhu ka osad huvilised läksid .",Failid_ettenten_retaggered/www_kuristiku_ee__323852.json
['OK-õli-üli'],Muuseum on ka seni olnud puidu ja metalli eriala ( üli ) õpilastele praktikabaasiks .,Failid_ettenten_retaggered/www_kylauudis_ee__610944.json
['OK-käsk-KÜSK'],KÜSK büroo poolt tehtud tehnilise hindamise käigus langes välja 3 taotlust .,Failid_ettenten_retaggered/www_kysk_ee__15140.json
['OK-käsk-KÜSK'],"Tehnilisest hindamisest väljalangenutele on saadetud vastav KÜSK juhataja otsus , kus teavitatakse konkreetsest mittevastavuse põhjusest .",Failid_ettenten_retaggered/www_kysk_ee__15140.json
['OK-kõle-kele'],Minu vene kele õps on hullem .,Failid_ettenten_retaggered/www_lapsemure_ee__122181.json
['OK-pöörama-põõrama'],"Esiteks ja minuarust üheks tähtsamaks plussiks on see , et pärast suitsetamist hakkad oma lähedastele , tuttavatele rohkem mõtlema , tähelepanu põõrama .",Failid_ettenten_retaggered/www_lapsemure_ee__142098.json
['OK-küll-kyll'],Aga selle seismise ning ko ^ vadusega vo ^ ib raskeks minna kyll ( eriti kui meil siin kasvueas tyybid to ^ mbavad nagu korstnad ) .,Failid_ettenten_retaggered/www_lapsemure_ee__142098.json
"['OK-mõnu-mönu', 'OK-võibolla-vöibolla']","Wiezi , see mönu kestab ainult kuni 5 tundi ju ... ma olen 1 korra proovinud , sitt asi oli , vöibolla sellest et olin 12 ja loll loom , ei tea .",Failid_ettenten_retaggered/www_lapsemure_ee__142098.json
['OK-kõik-köik'],"Aga üht ütlen , kui sa arvad et köik su suvila toimetused on paremad kui sa paned 500. - magama mingi kuradima taime pärast peaksid sa küll minema magama , ausalt .",Failid_ettenten_retaggered/www_lapsemure_ee__142098.json
['OK-mäng-ming'],Ma läksin ükshaaval peksma ise eriti viga ei saanud aga pärast seda keegi ei ole julgenud ming puutuda .,Failid_ettenten_retaggered/www_lapsemure_ee__458282.json
['OK-päts-pmts'],"Asjad , mis mulle meelivad : Joonistamine , oma riiete muutmine , söögi tegemine , muusika kuulmine , laulmine , pmts kõik loomingulised tegevused .",Failid_ettenten_retaggered/www_lapsemure_ee__589280.json
['OK-õli-üli'],"See inspireeriv film põhineb samanimelisel üli menukal raamatul , kus peategelaseks on kirjanik , tervendaja ja õpetaja Louise L. Hay .",Failid_ettenten_retaggered/www_lektoorium_ee__14649.json
['NAME-väike-Veike'],Valgamaal Taagepera lossist koju sõitnud Kaarel Veike märkas maanteel imelikult liikuvat koera .,Failid_ettenten_retaggered/www_lemmik_ee__401204.json
['NAME-väike-Veike'],"Ilma ühe silmata ning ka teisest silmast arvatavalt pimeda koera toimetas Kaarel Veike lõpuks Valgamaa kodutute loomade varjupaika , tasudes omast taskust ka varjupaiga kulud .",Failid_ettenten_retaggered/www_lemmik_ee__401204.json
"['NAME-mäng-Mang', 'NAME-mäng-Mang']",Astroloog Igor Mang Mang võttis uue koera endale varjupaigast .,Failid_ettenten_retaggered/www_lemmik_ee__545435.json
['NAME-mäng-Mang'],""" Naine leidis siiski kodunt kaelarihma , saades niiviisi aru , et asi pole õige , "" lausus Mang , kelle sõnul on abikaasa tõsiasjaga juba leppinud .",Failid_ettenten_retaggered/www_lemmik_ee__545435.json
['NAME-mäng-Mang'],Kolmapäeval võttis Mang oma uue koera Sulfa-Rika esimest korda pealinna kaasa .,Failid_ettenten_retaggered/www_lemmik_ee__545435.json
['NAME-mäng-Mang'],"“ Trammi kartis koer väga , pidin ta sisenemiseks ning väljumiseks isegi sülle võtma ,” sõnas Mang .",Failid_ettenten_retaggered/www_lemmik_ee__545435.json
['OK-üks-õks'],"Alustad küll iidamast-aadamast , et tea , kas selle reklaami väljamõtlejate meelest on nii , nagu setud ütlevad : oless kotus , panda õks leid .",Failid_ettenten_retaggered/www_linnaleht_ee__517217.json
['NAME-kõik-Kuik'],1960. aastate alguses uuris Leopold Kuik joodi- ja fluorisisaldust Põhja- ja Lääne-Eesti põhjavees .,Failid_ettenten_retaggered/www_loodusajakiri_ee__231557.json
['OK-oksüdatiivne-oksüdatiivne'],"Väga suur rauasisaldus ( üle 5 mg/l ) võib ohustada ka tervist : organismis tekib positiivne rauabilanss ja oksüdatiivne stress , mis on mitme haiguse eelkliiniline nähe .",Failid_ettenten_retaggered/www_loodusajakiri_ee__231557.json
['NAME-üle-Ele'],"20 aasta eest viidi 23. veebruaril Aljošale lilli , nüüd oodatakse pikisilmi , et Aljoša läheks Tõnismäelt ära , "" tegi Aas kiirretke ansambli ajalukku , mille liikmete eesnimedest saab kokku sõna SEEME : Sveta Roht ( Sven ) , Ele Lang ( Elmar ) , Evi Viin ( Eeri ) , Maiken Hass ( Miku ) ja Ester Vardja ( Esper ) .",Failid_ettenten_retaggered/www_lounaleht_ee__255534.json
['NAME-võlts-Volts'],Helitehnik Voldemar Uiboupin on lihtsalt Upina Volts .,Failid_ettenten_retaggered/www_lounaleht_ee__255534.json
['NAME-kõver-Kaver'],Lisaks ehitajate esindajatele võtsid sõna veel ka Võru linnapea Jüri Kaver ja linnaarhitekt Ülevi Eljand ning paiga õnnistas Rõuge kirikuõpetaja Mait Mölder .,Failid_ettenten_retaggered/www_lounaleht_ee__433863.json
['OK-üheksa-õheksa'],"Selleks , et pakkuda õpilastele ühtsetel alustel esmast teavet edasiõppimisvõimaluste kohta , korraldab Võru maavalitsus koostöös õheksa õppeasutusega õppeinfopäeva .",Failid_ettenten_retaggered/www_lounaleht_ee__478736.json
['NAME-õnn-Inn'],"Raha saab annetada loomade varjupaiga kontole ja annetuskastidesse , mis asuvad Võrus Farmaxi loomakliinikus , lemmikloomapoes Sinu Sõber , restoranis Chinese Inn ja varjupaigas kohapeal .",Failid_ettenten_retaggered/www_lounaleht_ee__490230.json
['OK-hää-hää'],"„ Oleks vaja kolmehõlmalist kandilise raamiga atra – hää hinnaga , "" kutsus töömees üles endaga ühendust võtma , kui säärane riistapuu parajasti üle juhtub olema .",Failid_ettenten_retaggered/www_lounaleht_ee__587499.json
['NAME-õli-Eli'],"Põlva konstaabel Aivar Eli sõnul , oli 46-aastane Andi läinud Pensioniametisse selgust saama , miks temale makstavast toetusest võetakse maha nii suured maksud .",Failid_ettenten_retaggered/www_lounaleht_ee__680496.json
['NAME-hõng-Hong'],"Aega oleks jäänud väga napiks , sest neljapäeva õhtul 23.00 on mul lend Hong Kongi .",Failid_ettenten_retaggered/www_maailmaturnee_ee__21964.json
['OK-üle-ile'],"Lisaks aktiivsele üksusele , 1200 sõdurist koosnevale 4th Psyop Group  ile , on Ameerika sõjaväes veel 3600 erikeeleoskustega reservväelast , keda kutsutakse teenistusse , kui nende keeleoskusi vaja on .",Failid_ettenten_retaggered/www_maailmavaade_ee__343165.json
['NAME-õli-Ili'],"Jaapani kõige suurem julgeolekurisk vaatab vastu Põhja-Koreast , kus irratsionaalselt käituva diktaatori Kim Yong Ili juhtimisel töötatakse tõenäoliselt välja massihävitusrelvi .",Failid_ettenten_retaggered/www_maailmavaade_ee__81182.json
['OK-või-vöi'],Ostetakse midagi suurt ja raha saadakse sulas tagasi ( fiktiivsed arved vöi otse kaup omanikele ) .,Failid_ettenten_retaggered/www_maaleht_ee__114284.json
['OK-üldiselt-yldiselt'],"yldiselt on kahju , et keemikuks ei 6ppinud , saaks sotti , mida tarbida ja mida mitte .",Failid_ettenten_retaggered/www_maaleht_ee__241082.json
['ENGLISH-mäng-mang'],mang pole üksi ettenägija .,Failid_ettenten_retaggered/www_maaleht_ee__241637.json
['OK-möödas-mõõdas'],"See aeg on mõõdas , kui endises Nõukogude liidus taheti suured jõed vastupidi voolama panna , maisipõllud lokkama jne .",Failid_ettenten_retaggered/www_maaleht_ee__245112.json
['NAME-üle-Ele'],"Keskkonnaamet teatas pressiesindaja Ele Rõigase vahendusel , et seal ei teata murdunud kasest midagi .",Failid_ettenten_retaggered/www_maaleht_ee__280998.json
['OK-sääl-Sääl'],"Sääl tõesti elab enim smugrirahvaid , aga kultuurkeelena kõneldakse neid keeli küll enim veel paar põlvkonda , sest koolisüsteem ja meedia väikseid keeli ei toeta .",Failid_ettenten_retaggered/www_maaleht_ee__372362.json
['NAME-üks-Mks'],"Üks küsimus : Mks paljudes piirkondades , kus krunte müüakse , on palkmajade ehitus keelatud .",Failid_ettenten_retaggered/www_majaehitaja_ee__13918.json
['NAME-ränk-Rank'],"Sirje Rank kirjutab Äripäevas , et Läti jõudis IMFi , Euroopa Komisjoni ja Rootsi valitsusega kokkuleppele abilaenu tingimustes , selle tingimused ja summa avalikustati eile hilisõhtul .",Failid_ettenten_retaggered/www_maksumaksjad_ee__331404.json
['NAME-sünge-Senge'],"Peter Senge ( 1990 ) leiab , et kui ei suuda õppida meeskonnad , ei suuda õppida ka organisatsioon .",Failid_ettenten_retaggered/www_mastery_ee__523749.json
"['OK-nüüd-nuud', 'OK-tõmbuma-tombuma']",Olen loomult seltskondlik ja aktiivne kuid nuud olen hakanud rohkem ja rohkem tombuma endasse .,Failid_ettenten_retaggered/www_med24_ee__120068.json
['OK-tüüpiline-toopiline'],"Kui 5 – 7 päeva pärast pole mädast sekreeti tekkinud , aga püsivad ninalimaskesta turse , hääle nasaalsus ja vähenenud lõhnatunne , tuleb eelmisele ravile lisada toopiline steroid .",Failid_ettenten_retaggered/www_med24_ee__211673.json
['OK-või-vöi'],"AIDS levib vere kokkupuutel , st. sugulisel teel vöi vere kokku puutel .",Failid_ettenten_retaggered/www_med24_ee__284464.json
['OK-kõik-köik'],"kui suu ei ole seest katki ( haavad , igeme veritsused ) , siis on köik ok .",Failid_ettenten_retaggered/www_med24_ee__284464.json
['OK-või-vöi'],"ja kui on akne vöi vistrikud , ära näkku lase , need ju ka "" lahtised haavad "" .",Failid_ettenten_retaggered/www_med24_ee__284464.json
['OK-nüi-nti'],"Nüüd läks pikalt arultemiseks , mille tulemusena nti kordusmatš , kuna Tenku astus välja mahatõmbe ajal .",Failid_ettenten_retaggered/www_meiebaruto_ee__334100.json
['OK-väär-võõr'],Metoodikakäsiraamat „ Kuidas õpetada erialakeelt “ on suunatud eesti keele kui teise keele ja võõr keele õpetajatele .,Failid_ettenten_retaggered/www_meis_ee__427843.json
['NAME-süli-Seli'],"Ministeeriumi vastutusalas on kaitsevägi , värbamise ja ajateenistusega tegelev Kaitseressursside Amet , Teabeamet , aga ka sõjaajalugu tutvustav Eesti Sõjamuuseum – kindral Laidoneri muuseum ja kaitseväelastele taastusravi pakkuv Seli tervisekeskus .",Failid_ettenten_retaggered/www_mod_gov_ee__392261.json
['NAME-ülem-Klem'],"Kvalifikatsiooni võitis Klem kindlalt , edestades kaasmaalast Jan Forsteni 6,8 sekundiga , kolmanda aja sõitis välja kiireim eestlane Patrick Pals , jäädes Klemist juba 32,5 sekundit maha .",Failid_ettenten_retaggered/www_motorsport_ee__293570.json
['OK-ülem-Klem'],Klem sai stardist suurepäraselt minema ning jätkas kogu sõidu jooksul talle sobivas uhkes üksinduses .,Failid_ettenten_retaggered/www_motorsport_ee__293570.json
['NAME-ülem-Klem'],"Enamat kolmandast kohast Forsten siiski ei suutnud , kuigi Pals jäi vaid vähem kui sekundi kaugusele , ning esimese sõidu esikolmik oligi Klem , Pals , Forsten .",Failid_ettenten_retaggered/www_motorsport_ee__293570.json
['OK-ülem-Klem'],"Klem suutis vahe hoida siiski turvalise mõnesekundilise , nende selja taga käis aga kaks ülipõnevat heitlust kolmandale ja viiendale kohale .",Failid_ettenten_retaggered/www_motorsport_ee__293570.json
['NAME-ülem-Klem'],"Teise sõidu esikolmi niisiis Klem , Forsten , Patrick Pals ning päeva kokkuvõttes olidki kolm parimat täpselt sellised .",Failid_ettenten_retaggered/www_motorsport_ee__293570.json
['OK-ülem-Klem'],Klem asus Eesti meistrivõistlusi juhtima 186 punktiga Ojala ( 150 p ) ja Patrick Palsi ( 106 p ) ees .,Failid_ettenten_retaggered/www_motorsport_ee__293570.json
['OK-õis-äis'],"Rapla võistlus oli esimeseks Eesti meistri- ja karikavõistluste etapiks quadraceritele , kus k äis eraldi arvestus nii supermoto standardseades tsiklite kui kõrgemate ja krossirehve kasutada võinud krossiseades quadide vahel .",Failid_ettenten_retaggered/www_motorsport_ee__293570.json
"['OK-kütt-krtt', 'OK-üle-ple']",` ` Ja ma sain krtt kohe aru et see ple kostüümipidu .,Failid_ettenten_retaggered/www_mulje_ee__197332.json
['OK-kütt-krtt'],"Mina mõtlesin aga et nii ei olnud krtt ju ja et me jätsime Hennu sinna ju .. AAAHHH FAAAKKK , NÜÜD ON JAMA .",Failid_ettenten_retaggered/www_mulje_ee__197332.json
['OK-kütt-krtt'],"Ning siis , ma mõtlen : krtt , see oli kõik minu süü ju .. KÕIK OLI MINU SÜÜ , OLEKSIN PIDANUD TA SEALT ÄRA TOOMA .. JA KARLI KA !! .",Failid_ettenten_retaggered/www_mulje_ee__197332.json
['NAME-põll-Päll'],"Müüja Merle Päll ütleb , et ostjaid , kes uut voodipesu soovivad , ent seda valida ei oska , käib nende poes päris palju .",Failid_ettenten_retaggered/www_naisteleht_ee__457734.json
['NAME-põll-Päll'],"Seevastu külmadeks talveilmadeks soovitab Päll flanellist voodipesu – see hoiab küljealuse mõnusalt sooja , ehkki käega katsudes ei pruugi sellest aru saada .",Failid_ettenten_retaggered/www_naisteleht_ee__457734.json
['NAME-põll-Päll'],"Lisaks soovitab Päll jälgida , kas voodilina pakendile on kirjutatud , et need sobivad allergikutele ja on spetsiaalselt testitud .",Failid_ettenten_retaggered/www_naisteleht_ee__457734.json
['NAME-põll-Päll'],"Lõpetuseks ütleb Päll , et voodilinade peale tasub mõelda juba voodit , tekke ja patju ostes , sest eri firmad teevad erinevas suuruses voodipesu .",Failid_ettenten_retaggered/www_naisteleht_ee__457734.json
['NAME-põll-Päll'],"Materjalidest kiidab Kreenholmi Järve esinduskaupluse müüja Merle Päll sulgpatju , mida saab ja ka tuleb regulaarselt pesta , eri sorti polüesterpatju ning naturaalseid villpatju .",Failid_ettenten_retaggered/www_naisteleht_ee__457734.json
['OK-jäme-jame'],"Crystal Ra hakkab uuesti regulaarselt korraldama Crystal Networkingu kogunemisi ja pidusid , jame .",Failid_ettenten_retaggered/www_newflow_ee__428553.json
['OK-rezhissöör-rezhissöör'],"Saatesarja peatoimetaja on Piret Toomvap , toimetaja Erle Iher , rezhissöör Mati Schönberg ja produtsent Peeter Võsu .",Failid_ettenten_retaggered/www_ngo_ee__173586.json
['OK-käsk-KÜSK'],"Mitmed rahastajad ( KÜSK , KIK , VÜF ) on aga asunud konservatiivsemale seisukohale , nõudes juhatuse üle järelevalvet teostava organi ( üldkoosolek , volinike koosolek , nõukogu ) otsust või protokolli , kus määratakse ära projektiga seonduva töö sisu , maht ja tasu .",Failid_ettenten_retaggered/www_ngo_ee__227154.json
['OK-või-vöi'],Üks parimaid viise oma korteri vöi maja välimuse värskendamiseks on osta uued vaibad ning värvida seinad uuesti üle .,Failid_ettenten_retaggered/www_nokitse_ee__46509.json
['OK-õis-sis'],"Samas kui preili pahandust teeb , siis läheb samuti oma tuppa ja jonnib nii kaua kuni maha rahuneb , sis tuleb mu juurde ja teeb kalli-- siis on jälle kõik ok .",Failid_ettenten_retaggered/www_nupsu_ee__119683.json
['OK-üle-ple'],"nüüd teisega olen seda algusest peale söönud , 21. nädal ja vaid + 2 , 5kg niiet ma arvan , et ple sellega seotud .",Failid_ettenten_retaggered/www_nupsu_ee__135375.json
